plasmid_0;181+,404-,208+,402+,401+,379-,178+,416+,195+,110+,419-,123+,186-,65-,223+,334-,250+,282-,132-,119+
plasmid_1;361+,96+,361-
plasmid_2;196-,64+,227-,82+,192-,169-,84+,379+
plasmid_4;114-,419+,195+,122+,153-,163-,397+,261+,180+,332+,296-,146-
plasmid_7;341-,389-,85+,282+,250-
plasmid_8;413-,507+,245+,40+,195-,419-,24+,243-,322-,464-
plasmid_9;413-,507+,245+,77+,403+,156+,415+,327-,390-
plasmid_10;315+,58+,419+,195+,127+,195-
plasmid_11;366-,351+,246-,192-,169-,57+,315-
plasmid_12;142+
plasmid_13;457+,453-,272+,66+,457-,283-,194+,278-,400+,190-,67+,158-,56+,389+,341+,411-,374-,446+,428+
plasmid_14;334+,223-,48+,139+,395-
plasmid_15;252-,411-,373+,447+,429+,466+,485-,35+
plasmid_16;464+,322+,444-,362-,313-,364-,342-,460-,343-,350-,49+,437+,158+,16-
plasmid_17;166+,181-,426-,139-,71+,208+,402+,98-,196+,402+
plasmid_18;455-,128+,228-,392-,272-,405-,283-,394+,140-,131+,277-,233+,128-
plasmid_19;202+,117-,305+,205+,355-,274+,369-,300+,141+,182-,111-,496+,218-
plasmid_21;179+,95-
plasmid_24;52+,211+,134-,204-,162-
plasmid_25;299-,348+,470+,297+,220+,376-,55+,389+,341+,411-,373+,447+,429+,436-,442-,74-,201-
plasmid_29;118+
plasmid_36;455+,377+,144-,302-,160+,148-,437+,158+,345-,323-,396+,222-
plasmid_38;464+,322+,191-,480-,424+,262-,180+,69-,420-,382+
plasmid_45;99+,140+,394-,283+
plasmid_47;353+,492+,474+,43+,413+,491-,156+,417-,325+,412+
plasmid_49;319-,441-,467+,413+,491-,156+,417-,325+,412+
plasmid_51;120+
