plasmid_0;125+,18+,119-,81+
plasmid_1;81+
plasmid_2;177-,83+,251+,258-,173+,158-
plasmid_3;265-,273+,292+,154+,249+
plasmid_4;275-,301-,273+,293-,97-,143+,22-,205-,243+,295+,224+,299+,269+,65+,243+,224+,96+,202+,59-
plasmid_5;241+,108-,143-,100+,220-
plasmid_6;211+,213+,222-,212-,180-,247-,143-,251-,38+,135-,62-,279-,205-,243+,224+,299+,269+,130-,141+,99-,248-
plasmid_7;249-,93-,209-,321+,216+,194+,102+,194-
plasmid_8;241+,159-,209-,321+,216+,194+,102+
plasmid_9;193+,134-,320-,216+,193+,86+,279-,205-,243+,224+,299+,269+,188-,268-,299-
plasmid_10;279-,205-,243+,224+,299+,268+,79+
plasmid_11;190+,308-,294+,73+,306+,214+,221+
plasmid_12;241+,31-,143-,97+,293+,273-,301+,275+
plasmid_13;27+,165+,189+,69+,145-,322-,170-
plasmid_14;179-,68+,268-,299-,224-,295-
plasmid_15;249-,128+,252+,298+,249+
plasmid_16;181-,121+,322-,170-
plasmid_17;113+
plasmid_18;7+,132+,23+,287-,168-,207+,195+,189-
plasmid_19;127+
plasmid_20;98+,132+,52+,145-,185-,110+,160-,158-
plasmid_21;80+,132+,40-,182+
plasmid_22;181-,257+,284+,109-,228+,161+,297+,13+,185+,145+,3+,277-
plasmid_23;220+,44+,228+,161+,297+
plasmid_24;241+,55+,228+,304+,177+
plasmid_25;84-,228+,161+,267-
plasmid_26;50-,185+,145+,187+
plasmid_27;284+,11+,185+,145+,187+
plasmid_28;182-,74+,185+,145+,187+
plasmid_29;185-,51+,185+,145+,187+
plasmid_30;165-,16+,185+,145+,187+
plasmid_31;145+,82-,185+,145+,187+
plasmid_32;185+,145+,26-,293+
plasmid_33;116-,143-,54+,141+,47-,135-,85-,272+,187+
plasmid_34;293-,70-,141+,1+,300-
plasmid_35;182-,174-,141+,88+,241-
plasmid_36;157+,95-,141+,77+,284-
plasmid_37;220+,111-,141+,120+,165+
plasmid_38;205+,279+,169-,275+
plasmid_39;53+,321+,216+,193+
plasmid_40;61+,143+,256-,173+,158-
plasmid_41;118+,196-,143+,256-,173+,158-
plasmid_42;143+
plasmid_43;25-,272+,187+
plasmid_44;223-,129-,172+,237-,217-
plasmid_45;223-,131+,172+,234-,217-
plasmid_46;131+,172+,237-
plasmid_47;172+
plasmid_48;272-,150+,135+,122-,241-
plasmid_49;165-,17-,135+,90+,284-
plasmid_50;163+,147-,279-
plasmid_51;163+,33-,182+
plasmid_52;163+,60-,273-
